ABHD13	0.192367	TNFRSF12A
ABHD13	0.197331	TSNARE1
ABHD13	0.200519	ZBTB21
ABHD13	0.203533	CCDC126
ABHD13	0.204924	PARS2
ABHD13	0.207027	PIGA
ABHD13	0.210524	RNF138
ABHD13	0.211968	B3GNT2
ABHD13	0.213685	PLK3
ABHD13	0.239901	ZNF621
ABHD15	0.176082	ANXA6
ABHD15	0.178861	HRSP12
ABHD15	0.179022	TMEM120A
ABHD15	0.181573	PMM1
ABHD15	0.182354	PDK2
ABHD15	0.182505	HSDL2
ABHD15	0.182938	AZI2
ABHD15	0.184812	GBE1
ABHD15	0.186648	ATP5H
ABHD15	0.19078	BOK
ABHD15	0.191364	PKDCC
ABHD15	0.19249	MLXIPL
ABHD15	0.192871	SH3KBP1
ABHD15	0.198453	PDP2
ABHD15	0.199943	PECR
ABHD15	0.201418	PLA2G16
ABHD15	0.205215	STX11
ABHD15	0.205485	ADCK3
ABHD15	0.206355	CAMK1
ABHD15	0.217904	FGFRL1
ABHD15	0.252079	MTHFD1
ABHD15	0.256837	PDE3B
ABHD15	0.266342	ACO1
ABHD17A	0.175026	ADAT3
ABHD17A	0.17585	CAPN15
ABHD17A	0.179644	EMC6
ABHD17A	0.180373	SPPL2B
ABHD17A	0.181957	SCAND1
ABHD17A	0.183146	CSNK1G2
ABHD17A	0.183407	CHST12
ABHD17A	0.186663	TMED1
ABHD17A	0.206522	PPDPF
ABHD17A	0.207242	ATP6V0C
ABHD17A	0.207452	CYTH2
ABHD17A	0.208453	CCDC85B
ABHD17A	0.209949	COX8A
ABHD17A	0.229958	SSBP4
ABHD17A	0.234972	LTC4S
ABHD17A	0.252181	TPGS1
ABHD17A	0.343645	MIF
ABHD17C	0.191705	HSPD1
ABHD3	0.177174	PCK2
ABHD3	0.177211	DCXR
ABHD3	0.177693	SGPL1
ABHD3	0.178834	SCP2
ABI1	0.183233	HOOK1
ABI1	0.183527	PELI2
ABI1	0.185342	GRHL2
ABI1	0.194044	AP1M2
ABI3	0.189401	CD44
ABI3	0.189849	ARRB2
ABI3	0.194219	SH2D3C
ABL1	0.179611	ZNF335
ABL1	0.185784	ADAM33
ABL1	0.188571	DNM1
ABL1	0.193729	C1QTNF2
ABL1	0.200279	GALNT16
ABL1	0.207491	ARHGAP31
ABL2	0.176169	RLIM
ABLIM1	0.189283	RTCA
ABLIM1	0.219086	CCDC186
ACAA1	0.181521	PLCD1
ACAA1	0.181936	SCRN2
ACAA1	0.201405	CSTF1
ACAA2	0.180754	TRMT61A
ACAA2	0.182582	NDUFS2
ACAA2	0.189337	ECHS1
ACAA2	0.197349	ETFDH
ACAA2	0.199617	SLC25A34
ACACA	0.176584	PCYT2
ACACA	0.177138	TKT
ACACA	0.179411	SETD7
ACACA	0.182613	ACLY
ACACA	0.18324	ALPK3
ACACA	0.185101	RHOT1
ACACA	0.188732	BCKDHB
ACACA	0.189343	DOCK8
ACACA	0.192986	ACAT2
ACACA	0.196431	G6PD
ACACA	0.198548	GCHFR
ACACA	0.198865	CHP1
ACACA	0.206129	FASN
ACACA	0.218103	MCCC2
ACACA	0.220493	MCCC1
ACACA	0.221611	LDHD
ACACA	0.239434	CYB5A
ACACB	0.17467	PLA2G16
ACACB	0.17495	TMEM37
ACACB	0.185402	RDH5
ACACB	0.186862	SLC2A4
ACACB	0.194606	BOK
ACACB	0.199664	PKDCC
ACACB	0.203597	ADCK3
ACACB	0.219202	CEBPA
ACACB	0.22044	ALDH2
ACACB	0.243551	PDE3B
ACACB	0.249783	AGPAT2
ACACB	0.268473	MLXIPL
ACACB	0.323948	MARC1
ACADM	0.176029	MICU3
ACADM	0.177291	DLD
ACADM	0.192173	NDUFS1
ACADM	0.196089	LDHD
ACADM	0.198134	SUCLA2
ACADM	0.236095	BCKDHB
ACADS	0.175285	MRPL40
ACADS	0.177874	ARHGAP27
ACADS	0.179239	SLC46A1
ACADS	0.182442	ADCK3
ACADS	0.189087	FERMT2
ACADS	0.192577	HRSP12
ACADS	0.194807	TST
ACAP2	0.184392	RNF2
ACAP2	0.20287	GULP1
ACAT1	0.17546	CHDH
ACAT1	0.187364	IGSF8
ACAT1	0.19618	NDUFS2
ACAT1	0.227361	MAP7
ACAT2	0.175379	RFX7
ACAT2	0.176321	SPCS3
ACAT2	0.17643	NBEA
ACAT2	0.177424	FBP1
ACAT2	0.177861	NEGR1
ACAT2	0.179708	PLD1
ACAT2	0.180439	ADAM8
ACAT2	0.181535	HOMER2
ACAT2	0.182965	USP38
ACAT2	0.187719	DBI
ACAT2	0.197386	HMGCS1
ACAT2	0.198159	LGALS3
ACAT2	0.20641	FDFT1
ACAT2	0.21397	IL17D
ACAT2	0.214441	MYO1B
ACAT2	0.21538	SCN1B
ACAT2	0.244089	EBP
ACBD3	0.178728	FCHO2
ACBD3	0.186677	CCNY
ACBD5	0.181781	MKL1
ACD	0.178118	CRTC2
ACER3	0.200007	ADD1
ACKR1	0.228247	SELP
ACKR2	0.17716	DBN1
ACKR2	0.181027	ZHX3
ACKR2	0.184763	ART4
ACKR2	0.218005	C1QTNF2
ACKR2	0.253643	CYP8B1
ACKR3	0.176665	FBLN2
ACKR3	0.178889	GALNT12
ACKR3	0.181496	DBN1
ACKR3	0.184615	CDON
ACKR3	0.186946	HTRA3
ACKR3	0.192409	ADAMTSL4
ACKR3	0.194359	PODN
ACKR3	0.195163	C1R
ACKR3	0.195551	MEDAG
ACKR3	0.196276	THBS3
ACKR3	0.201064	PTGIS
ACKR3	0.206457	TNXB
ACKR3	0.207434	DNM1
ACKR3	0.215703	GFPT2
ACKR3	0.216857	C17orf58
ACKR3	0.218351	SSC5D
ACKR3	0.231255	EMP3
ACKR3	0.235918	IGFBP6
ACKR3	0.243405	TPPP3
ACKR3	0.293065	ADGRD1
ACKR3	0.331544	CLEC3B
ACKR4	0.184473	OGN
ACKR4	0.200164	PTGIS
ACO1	0.175847	MARC1
ACO1	0.177096	LAMA4
ACO1	0.178084	CAMK1
ACO1	0.178355	ECHS1
ACO1	0.182961	MYCBP2
ACO1	0.192169	ACSS2
ACO1	0.196099	SLC16A7
ACO1	0.201417	MLXIPL
ACO1	0.203731	DGAT1
ACO1	0.209491	PDHA1
ACO1	0.223086	PDE3B
ACO1	0.224071	HSDL2
ACO1	0.227591	SH3KBP1
ACO1	0.229269	PECR
ACO1	0.232534	ANXA6
ACO1	0.251178	ANTXR2
ACO1	0.267035	AGPAT2
ACO1	0.278321	TSPAN3
ACO2	0.174767	ATPAF1
ACO2	0.175283	ATP5G3
ACO2	0.17574	BCKDHA
ACO2	0.180931	TSPAN3
ACO2	0.182585	NDUFB5
ACO2	0.183832	SDHB
ACO2	0.18681	ETFDH
ACO2	0.186935	CDH23
ACO2	0.189771	FBXW5
ACO2	0.189832	TMEM248
ACO2	0.191361	CYC1
ACO2	0.191656	UQCC1
ACO2	0.197583	ATP5B
ACO2	0.199014	ALDH6A1
ACO2	0.201561	DBT
ACO2	0.210177	GPI
ACO2	0.228596	PDHA1
ACO2	0.234669	ECHS1
ACO2	0.24888	NDUFS1
ACO2	0.252526	GYS1
ACOT1	0.200191	VTI1B
ACOT1	0.508664	ACOT2
ACOT2	0.180554	GATB
ACOT2	0.217772	VTI1B
ACOT2	0.225918	BTBD6
ACOT8	0.176859	COA4
ACOT8	0.189348	OST4
ACOX1	0.176233	CERS2
ACOX1	0.176675	GATB
ACOX1	0.182016	PREB
ACOX1	0.183412	ECHS1
ACOX1	0.186199	BTBD6
ACOX1	0.18662	FOXN3
ACOX2	0.18967	FCER1A
ACP5	0.178996	FUCA1
ACP5	0.195857	CTSD
ACP5	0.197694	IFI30
ACP5	0.197822	CD52
ACP5	0.207778	IRF5
ACRC	0.178426	C18orf8
ACSF3	0.175215	PEX16
ACSF3	0.206821	TSNARE1
ACSS2	0.175388	BOK
ACSS2	0.178131	GYS1
ACSS2	0.179882	PNPLA2
ACSS2	0.190861	MLXIPL
ACSS2	0.195719	GPI
ACSS2	0.198855	MPC1
ACSS2	0.215456	LDHD
ACSS2	0.218623	SLC2A4
ACSS2	0.227991	TSPAN3
ACSS2	0.249127	AGPAT2
ACSS2	0.264792	PECR
ACTG2	0.202584	KCNMB1
ACTG2	0.235432	MYH11
ACTG2	0.334762	CNN1
ACTN4	0.185633	IREB2
ACTN4	0.186964	CAPN12
ACTR10	0.179818	SOD1
ACTR1A	0.18274	DDR2
ACTR1A	0.208972	IDE
ACTR3	0.182211	KLHL18
ACTR6	0.200507	SLC39A10
ACVR2A	0.176203	KIAA0226L
ACVR2B	0.176671	TNFRSF12A
ACVR2B	0.177852	CSNK1G1
ACVR2B	0.177925	ZNF624
ACVR2B	0.179918	ZNF614
ACVR2B	0.180617	AMMECR1L
ACVR2B	0.180926	ZNF445
ACVR2B	0.181656	DLC1
ACVR2B	0.182177	XKR8
ACVR2B	0.182244	ZKSCAN4
ACVR2B	0.182595	ZNF610
ACVR2B	0.183353	ZNF621
ACVR2B	0.183492	SLC25A32
ACVR2B	0.183865	DUSP14
ACVR2B	0.183904	ZNF253
ACVR2B	0.185026	ZFP28
ACVR2B	0.185505	FAM178A
ACVR2B	0.185747	NAPG
ACVR2B	0.186023	CHD1
ACVR2B	0.187033	MAP3K14
ACVR2B	0.187965	IQCK
ACVR2B	0.188412	DCP2
ACVR2B	0.18918	TFAP4
ACVR2B	0.189999	TSC22D2
ACVR2B	0.19013	FRAT1
ACVR2B	0.190412	SH3BP5L
ACVR2B	0.190418	ZNF470
ACVR2B	0.194234	EMP1
ACVR2B	0.194409	TOE1
ACVR2B	0.194908	ZFP62
ACVR2B	0.1962	GPR3
ACVR2B	0.197184	ZSCAN26
ACVR2B	0.197963	ETAA1
ACVR2B	0.198344	ZNF780A
ACVR2B	0.19854	FOSL1
ACVR2B	0.199368	PARS2
ACVR2B	0.199503	SPATA2L
ACVR2B	0.202238	TNRC6A
ACVR2B	0.202629	FRAT2
ACVR2B	0.202954	PPRC1
ACVR2B	0.204394	ZNF33A
ACVR2B	0.204893	ELF2
ACVR2B	0.205327	PPP1R3D
ACVR2B	0.205819	ZBTB6
ACVR2B	0.205901	ZFP14
ACVR2B	0.209366	CBR3
ACVR2B	0.211076	SLC25A33
ACVR2B	0.214317	OTUD1
ACVR2B	0.216494	ZNF2
ACVR2B	0.219882	LDLR
ACVR2B	0.222833	TBCC
ACVR2B	0.224312	PPP2CA
ACVR2B	0.226958	NEDD9
ACVR2B	0.227116	ZNF507
ACVR2B	0.228351	ZNF615
ACVR2B	0.228575	ZNF74
ACVR2B	0.228939	ZFP30
ACVR2B	0.229461	ZNF230
ACVR2B	0.229662	ZBTB21
ACVR2B	0.234752	PER2
ACVR2B	0.234931	ZNF607
ACVR2B	0.235072	FAM217B
ACVR2B	0.236363	C17orf59
ACVR2B	0.247014	ZBTB39
ACVR2B	0.265058	PLK3
ACVR2B	0.272301	ZBTB34
ACVR2B	0.275125	ZNF566
ACVR2B	0.298785	C14orf28
ACY1	0.1836	CDH23
ACY1	0.188128	BCAT2
ACY1	0.200679	HMGCL
ACY1	0.222339	LDHD
ACY1	0.237533	OPLAH
ADAM12	0.176057	ADAMTSL4
ADAM12	0.185554	DPYSL3
ADAM12	0.188984	LOXL2
ADAM12	0.191714	TMEM163
ADAM12	0.203767	BMPER
ADAM12	0.217872	COL5A2
ADAM12	0.247049	SLC35A3
ADAM17	0.197819	EHD4
ADAM17	0.20692	SGMS2
ADAM19	0.175581	PER2
ADAM22	0.18966	PCLO
ADAM22	0.193159	C1orf198
ADAM22	0.193456	VLDLR
ADAM22	0.219404	EPB41L1
ADAM6	0.17574	CD27
ADAM6	0.181521	PIM2
ADAM6	0.188094	CD79A
ADAM6	0.202239	MEI1
ADAM6	0.277152	SLAMF7
ADAM6	0.29805	TNFRSF17
ADAM6	0.372149	IGJ
ADAM6	0.380701	DERL3
ADAMTS1	0.174592	KLHL15
ADAMTS1	0.177829	EGR3
ADAMTS1	0.178563	CDKN1A
ADAMTS1	0.19184	NR4A1
ADAMTS1	0.192569	HBEGF
ADAMTS1	0.220789	SLC2A3
ADAMTS12	0.186754	COL4A2
ADAMTS15	0.182355	TFPI
ADAMTS16	0.212579	KCNB2
ADAMTS18	0.185967	NFIC
ADAMTS4	0.176231	RLIM
ADAMTS4	0.178944	SPTY2D1
ADAMTS4	0.179386	FOSL2
ADAMTS4	0.179826	FRAT2
ADAMTS4	0.18024	ZKSCAN4
ADAMTS4	0.18229	KLF10
ADAMTS4	0.184173	PLEKHF1
ADAMTS4	0.184499	DUSP14
ADAMTS4	0.187341	ATG101
ADAMTS4	0.187382	SPATA2L
ADAMTS4	0.188316	PLK3
ADAMTS4	0.191786	GPR4
ADAMTS4	0.192588	FAM53C
ADAMTS4	0.192854	CHD1
ADAMTS4	0.193894	KDM6B
ADAMTS4	0.195956	TSC22D2
ADAMTS4	0.200747	RND1
ADAMTS4	0.20223	FOSL1
ADAMTS4	0.202413	C11orf96
ADAMTS4	0.202762	SLC25A25
ADAMTS4	0.203516	CCRN4L
ADAMTS4	0.214972	SERTAD1
ADAMTS4	0.218984	ZBTB21
ADAMTS4	0.249935	CDKN1A
ADAMTS4	0.250619	MIDN
ADAMTS4	0.282105	DLC1
ADAMTS4	0.288509	PIM1
ADAMTS4	0.29932	SLC2A3
ADAMTS4	0.316035	SLC2A14
ADAMTS4	0.402926	RNF122
ADAMTS6	0.178997	LOXL1
ADAMTS6	0.181955	RARRES2
ADAMTS6	0.185606	ECM1
ADAMTSL1	0.174991	GALNT12
ADAMTSL4	0.177801	MAP1A
ADAMTSL4	0.182272	SSC5D
ADAMTSL4	0.184272	PODN
ADAMTSL4	0.185377	CLEC3B
ADAMTSL4	0.18792	ADGRD1
ADAMTSL4	0.191415	EMP3
ADAMTSL4	0.191636	DBN1
ADAMTSL4	0.198456	RECK
ADAMTSL4	0.206456	CD34
ADAMTSL4	0.210344	HTRA3
ADAMTSL4	0.214604	PTGIS
ADAMTSL4	0.224976	GFPT2
ADAMTSL4	0.286929	NOX4
ADAP2	0.191816	AIF1
ADAT2	0.182559	SNRPN
ADAT3	0.185815	MIF
ADCK2	0.186672	TPM3
ADCK3	0.174691	SPAG1
ADCK3	0.174733	PDHX
ADCK3	0.177607	PTPRS
ADCK3	0.177696	GFM2
ADCK3	0.180447	SDHA
ADCK3	0.181252	HOOK1
ADCK3	0.182281	TST
ADCK3	0.18237	FBXW5
ADCK3	0.187361	ADHFE1
ADCK3	0.188879	TYRO3
ADCK3	0.188972	ATPAF1
ADCK3	0.19401	PRDX6
ADCK3	0.195272	PGAM2
ADCK3	0.198575	SLC2A4
ADCK3	0.199945	UGP2
ADCK3	0.205396	STRADB
ADCK3	0.205411	MARC1
ADCK3	0.209897	PDK2
ADCK3	0.210833	BOK
ADCK3	0.213513	PPP2R5A
ADCK3	0.213768	PVRL4
ADCK3	0.215907	GBE1
ADCK3	0.219351	ETFDH
ADCK3	0.219967	MTHFD1
ADCK3	0.22008	ETFB
ADCK3	0.231305	MDH1
ADCK3	0.234784	MLXIPL
ADCK3	0.239863	PKDCC
ADCK3	0.240163	TSPAN3
ADCK3	0.245393	PDE3B
ADCK3	0.265311	HSDL2
ADCY3	0.176788	NAV3
ADCY3	0.204859	GALNT1
ADCY4	0.182501	KAT2A
ADCY4	0.241388	ESAM
ADCY5	0.182126	TECPR2
ADCY7	0.183447	SH3RF3
ADCY9	0.18134	SETD1B
ADCY9	0.208843	PHF12
ADGRA2	0.185767	HPSE2
ADGRA2	0.229609	OLFML1
ADGRB1	0.184135	SCD5
ADGRB2	0.185687	TGDS
ADGRB2	0.186659	PELI3
ADGRB2	0.186747	KIAA0226L
ADGRB2	0.188166	LHFPL2
ADGRB2	0.200018	FRS2
ADGRD1	0.176079	PI16
ADGRD1	0.17794	GALNT12
ADGRD1	0.181539	CYP21A2
ADGRD1	0.187331	MMP23B
ADGRD1	0.187982	FAM180B
ADGRD1	0.189469	LRRN4CL
ADGRD1	0.190606	GDF10
ADGRD1	0.19189	MMP27
ADGRD1	0.192688	PTGIS
ADGRD1	0.193763	ANK2
ADGRD1	0.19441	MEDAG
ADGRD1	0.200552	C17orf58
ADGRD1	0.200575	DNM1
ADGRD1	0.202524	GFPT2
ADGRD1	0.208265	EMILIN2
ADGRD1	0.208604	NT5E
ADGRD1	0.208825	CLEC3B
ADGRD1	0.210908	HTRA3
ADGRD1	0.212629	IGFBP6
ADGRD1	0.217494	SSC5D
ADGRD1	0.231642	EMP3
ADGRD1	0.234777	THBS3
ADGRD1	0.250009	TNXB
ADGRF5	0.180512	ERG
ADGRG1	0.190515	DTNB
ADGRG3	0.181665	GPM6A
ADGRG3	0.182254	SCN3B
ADGRG3	0.199924	FLT4
ADGRG3	0.218376	TFPI
ADGRG3	0.233955	LRRC15
ADGRL1	0.176406	GIPC1
ADGRL1	0.176758	SLC24A3
ADGRL2	0.175549	SCN1B
ADGRL4	0.178808	MYCT1
ADGRL4	0.188385	MMRN2
ADGRL4	0.202444	EMCN
ADGRL4	0.2083	ESAM
ADGRL4	0.215092	SHROOM4
ADGRV1	0.175704	TSHZ2
ADGRV1	0.181448	SLC2A1
ADGRV1	0.208151	COBL
ADH1B	0.183181	ADH1C
ADH1B	0.185538	SEC22B
ADH1B	0.185686	CD36
ADH1B	0.185996	SUGCT
ADHFE1	0.179785	PTPRS
ADHFE1	0.186913	GYS1
ADHFE1	0.191075	TST
ADIPOR1	0.19333	ATP6AP1
ADIPOR2	0.176478	PLXNA4
ADIPOR2	0.178154	PDXK
ADIPOR2	0.199599	ELMOD3
ADM	0.198396	MSANTD3
ADM5	0.191811	STEAP4
ADM5	0.202592	MKL2
ADM5	0.204144	TSPAN7
ADNP2	0.223842	ZNF420
ADNP2	0.227183	HIAT1
ADO	0.183672	LARP4
ADO	0.193172	ARPC1A
ADORA1	0.176349	SSFA2
ADORA3	0.176296	RGS16
ADORA3	0.177723	SLA
ADPGK	0.178858	DMXL2
ADRA2A	0.192981	SHOC2
ADRA2C	0.177224	LAMB3
ADRBK1	0.175641	USF1
ADRBK1	0.177044	MAML2
ADRBK1	0.177271	ZSWIM1
ADRBK1	0.181225	PHTF2
ADRBK1	0.196539	ZNF566
ADRM1	0.182894	ARHGEF1
ADRM1	0.193261	BARX2
ADSSL1	0.200307	ORMDL3
AEBP1	0.175878	OGN
AEBP1	0.178446	SLC16A2
AEBP1	0.184117	PODN
AEBP1	0.214359	C1R
AEBP2	0.225712	CCDC126
AEBP2	0.254399	RNF138
AEN	0.181315	ELF4
AES	0.196033	MAPK11
AFAP1	0.178873	CHDH
AFAP1	0.201643	CTBP2
AFAP1L1	0.175721	COL4A1
AFAP1L1	0.178902	ST6GALNAC3
AFAP1L1	0.181685	ISCA2
AFAP1L1	0.191146	ROR1
AFAP1L1	0.205941	KIAA1462
AFAP1L2	0.20107	ARHGAP19
AFG3L1P	0.186039	UBXN7
AFG3L2	0.193306	IQCE
AFMID	0.186289	NSUN2
AGAP3	0.17469	C6orf226
AGAP3	0.177502	AIMP2
AGAP3	0.181466	RNF115
AGAP3	0.192748	CFH
AGAP3	0.214373	FAM127A
AGAP6	0.200445	MDM4
AGGF1	0.216529	C1orf131
AGO2	0.176957	UBXN7
AGO2	0.177256	ZBTB20
AGO2	0.178129	PANK3
AGO2	0.185915	CLOCK
AGO2	0.19104	EIF2AK2
AGO2	0.192672	TTBK2
AGO2	0.19761	PTPN14
AGO2	0.207459	DGKH
AGO2	0.228166	LPP
AGO2	0.228217	NUDT3
AGO2	0.289289	LNPEP
AGO2	0.314423	HMBOX1
AGO3	0.204666	LPP
AGPAT1	0.175068	NUPR1
AGPAT1	0.208062	SLC35A4
AGPAT2	0.182275	FAM213A
AGPAT2	0.182466	FAM47E-STBD1
AGPAT2	0.18652	MGLL
AGPAT2	0.187236	PNPLA2
AGPAT2	0.18744	NMB
AGPAT2	0.18828	UGP2
AGPAT2	0.19551	CAMK1
AGPAT2	0.199123	C19orf80
AGPAT2	0.199823	PKDCC
AGPAT2	0.199945	VEGFB
AGPAT2	0.20019	SORBS1
AGPAT2	0.203563	LAMA4
AGPAT2	0.20607	ALDH2
AGPAT2	0.209111	AOC4P
AGPAT2	0.220858	SLC2A4
AGPAT2	0.225427	BOK
AGPAT2	0.227578	PLXNA4
AGPAT2	0.233586	SLC16A7
AGPAT2	0.236097	TYRO3
AGPAT2	0.246041	HSDL2
AGPAT2	0.251366	DGAT1
AGPAT2	0.259882	AIFM2
AGPAT2	0.261805	PECR
AGPAT2	0.271533	TMEM37
AGPAT2	0.271609	RDH5
AGPAT2	0.277307	MMD
AGPAT2	0.285563	TSPAN3
AGPAT2	0.289103	MLXIPL
AGPAT2	0.320114	PDE3B
AGPAT2	0.326079	MARC1
AGPAT2	0.340957	CEBPA
AGPAT3	0.186834	SEMA4D
AGPAT3	0.216422	ALDH5A1
AGPAT4	0.226056	TRPC6
AGPAT6	0.182076	ARMC5
AGRN	0.186691	BCAM
AGTR1	0.19148	CYCS
AGTRAP	0.180782	REEP5
AGTRAP	0.211723	MANSC1
AHCTF1	0.179319	PFDN6
AHCTF1	0.192399	SAP18
AHDC1	0.182779	PPIG
AHI1	0.200415	PELI1
AHI1	0.208104	WEE1
AHNAK	0.174682	HMBOX1
AHNAK	0.188965	EIF2AK2
AHNAK	0.191387	LNPEP
AHSA1	0.182728	ECHDC1
AHSA1	0.249705	STIP1
AHSA2	0.198747	C2orf74
AIDA	0.178306	GNPAT
AIDA	0.181607	MTHFD1
AIDA	0.195636	TFAP2A
AIFM1	0.179377	SIL1
AIFM1	0.205737	NDUFA13
AIFM1	0.207594	LONP1
AIFM2	0.176927	COX7A1
AIFM2	0.177724	TSPAN3
AIFM2	0.179364	HSDL2
AIFM2	0.180211	SORBS1
AIFM2	0.199666	CEBPA
AIFM2	0.205586	VKORC1L1
AIFM2	0.208035	MMD
AIFM2	0.210359	TMEM37
AIFM2	0.216939	TYRO3
AIFM2	0.22824	MARC1
AIFM2	0.242984	RDH5
AIG1	0.178238	DMXL1
AIG1	0.187286	LEPROTL1
AIG1	0.193159	ITGB1
AIMP1	0.177794	PSMD4
AIMP2	0.178782	MARK4
AK1	0.17497	UGP2
AK1	0.176843	RGL3
AK4	0.176267	CBFA2T3
AK4	0.182151	TMEM140
AK4	0.184459	GRHL2
AK4	0.189615	DENND4C
AK4	0.1902	VPS39
AK4	0.210146	PTPRM
AK4	0.210514	NINJ2
AK4	0.218679	FEZ2
AKAP11	0.179283	NBEAL1
AKAP11	0.199137	NR3C1
AKAP17A	0.185218	PPP1R12C
AKAP2	0.180384	RPL35A
AKAP2	0.18527	BTBD6
AKAP2	0.211137	CLMP
AKAP2	0.59188	PALM2-AKAP2
AKAP8	0.183096	ZNF780A
AKAP8	0.187322	WAPAL
AKIRIN1	0.176753	MIDN
AKIRIN1	0.176754	SERTAD1
AKIRIN1	0.1772	KLF10
AKIRIN1	0.180426	IFFO2
AKIRIN1	0.182342	ISG20L2
AKIRIN1	0.183747	RBMXL1
AKIRIN1	0.183992	ZKSCAN4
AKIRIN1	0.184449	C12orf76
AKIRIN1	0.186153	DUSP14
AKIRIN1	0.18838	NRAS
AKIRIN1	0.196537	TNFRSF12A
AKIRIN1	0.198633	ETF1
AKIRIN1	0.209024	RNF41
AKIRIN1	0.213632	PCSK7
AKIRIN1	0.214624	FOSL1
AKIRIN1	0.216471	PLK3
AKIRIN1	0.228913	MIR22HG
AKIRIN1	0.263071	SRF
AKT1S1	0.178795	YIPF3
ALDH1A1	0.183061	VSTM4
ALDH1A1	0.210661	BCAM
ALDH2	0.177959	CEBPA
ALDH2	0.187694	SLC2A4
ALDH2	0.19229	MARC1
ALDH2	0.211056	TMEM37
ALDH2	0.235357	STX11
ALDH2	0.250316	PDE3B
ALDH4A1	0.174972	KPNA4
ALDH4A1	0.176385	PREB
ALDH4A1	0.177071	NDUFAF1
ALDH4A1	0.177122	PDE4DIP
ALDH4A1	0.178617	YWHAG
ALDH4A1	0.180761	GNS
ALDH4A1	0.180807	USP5
ALDH4A1	0.184354	BTBD6
ALDH4A1	0.191203	GNG2
ALDH4A1	0.19627	GCOM1
ALDH4A1	0.198682	RHOQ
ALDH4A1	0.203166	MARCH2
ALDH4A1	0.213022	RNF141
ALDH4A1	0.214801	TNIP1
ALDH4A1	0.234722	SYNPO
ALDH5A1	0.177088	ELAC2
ALDH5A1	0.178499	RP2
ALDH5A1	0.181044	MDH1
ALDH5A1	0.191257	MROH8
ALDH5A1	0.238689	STRADB
ALDH6A1	0.175146	PCYT2
ALDH6A1	0.176471	BCAT2
ALDH6A1	0.177267	MCCC1
ALDH6A1	0.183908	DBT
ALDH6A1	0.184448	SDHD
ALDH6A1	0.185257	FAM175B
ALDH6A1	0.185394	PDK2
ALDH6A1	0.185824	CYC1
ALDH6A1	0.186807	VDAC2
ALDH6A1	0.18769	TTC38
ALDH6A1	0.194615	PDHA1
ALDH6A1	0.201966	GCDH
ALDH6A1	0.203198	HADH
ALDH6A1	0.203301	LDHD
ALDH6A1	0.213858	HRSP12
ALDH6A1	0.248659	BCKDHA
ALDOA	0.191096	SPATA2L
ALG10B	0.178181	EXOC8
ALG10B	0.216073	LIN7C
ALG2	0.184677	MRPL50
ALG3	0.177132	TMEM175
